,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,County,Eircode,School Latitude,School Longitude,School Planning area,Local Authority,Principal Name,Email,Phone,Pupil Attendance Type,School Gender - Post Primary,Post Primary School Type,Fee Paying School (Y/N),DEIS (Y/N),Gaeltacht Area Location (Y/N),Island Location (Y/N),Irish Classification - Post Primary,Ethos/Religion,FEMALE,MALE,Total 2025-2026
2025,72440K,Nenagh College,Dromin Road,Nenagh,Co Tipperary,,Tipperary,E45VF51,52.870121,-8.201893,Nenagh,Tipperary (NR) County Council,DAMIEN KENNEDY,bfitzgerald@tipperaryetb.ie,06731525,Day,Mixed,Vocational,N,N,N,N,Some pupils taught some subjects through Irish,MULTI DENOMINATIONAL,198,147,345
2025,72450N,Newport College,Black Road,Newport,Co. Tipperary,,Tipperary,V94A3W4,52.71487,-8.406545,Newport,Tipperary (NR) County Council,DONAL MADDEN,info@newportcollege.ie,061378262,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,183,224,407
2025,72480W,St. Ailbe's School,Rosanna Road,Tipperary Town,,,Tipperary,E34H596,52.478284,-8.156142,Tipperary,Tipperary (SR) County Council,RUAIDHRI DEVITT,officeadmin@ailbes.com,06251905,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,348,356,704
2025,72490C,Coláiste Mhuire Co-Ed,Castlemeadows,Thurles,Co Tipperary,,Tipperary,E41W678,52.68412,-7.826,Thurles,Tipperary (NR) County Council,MR DENIS QUINN,colaistemhuire@tipperaryetb.ie,050421734,Day,Mixed,Vocational,N,Y,N,N,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL,183,418,601
2025,72520I,Coláiste Naomh Cormac,Kilcormac,Co Offaly,,,Offaly,R42R726,53.179377,-7.720217,Kilcormac,Offaly County Council,MS. VICTORIA GUINAN (ACTING),mail@cnckilcormac.ie,0579135048,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,155,161,316
2025,72530L,Ardscoil Chiaráin Naofa,Frederick St.,Clara,Co. Offaly,,Offaly,R35H974,53.34063,-7.612434,Clara,Offaly County Council,MR ROGER GEAGAN,secretary@ascnclara.ie,0579331231,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,153,180,333
2025,72540O,Oaklands Community College,Sr. Senan Avenue,Edenderry,Co. Offaly,,Offaly,R45R727,53.337128,-7.062685,Edenderry,Offaly County Council,SEAMUS MOHAN,principal@oaklandscc.ie,0469731573,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,370,363,733
2025,72560U,Tullamore College,Riverside,Tullamore,Co. Offaly,,Offaly,R35XC66,53.275882,-7.486133,Tullamore_Killina,Offaly County Council,EDWARD MCEVOY,admin@tullamorecollege.ie,0579321677,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,420,322,742
2025,76060U,Davitt College,Springfield,Castlebar,Co. Mayo,,Mayo,F23VY15,53.857098,-9.290321,Castlebar,Mayo County Council,MR CONOR O'REILLY,davittcollege@msletb.ie,0949023060,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,510,392,902
2025,76061W,Colaiste na Trocaire (Mercy Community College),Rathkeale,Co. Limerick,,,Limerick,V94Y685,52.519972,-8.93447,Rathkeale,Limerick County Council,MICHAEL BEHAN,mercycc@lcetb.ie,06963147,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,265,272,537
2025,76062B,Castleknock Community College,Carpenterstown Road,Castleknock,Dublin 15,,Dublin,D15A996,707065.538439475,53.371994,Carpenterstown_D15,Fingal County Council,JOHN CRONIN,admin@castleknockcc.ie,018221626,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,645,673,"1,318"
2025,76063D,Colaiste Dun Iascaigh,Cashel Road,Cahir,Co Tipperary,,Tipperary,E21NV38,52.381362,-7.917704,Cahir,Tipperary (SR) County Council,PETER CREEDON,info@colaisteduniascaigh.ie,0527442828,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,411,478,889
2025,76064F,Glanmire Community College,Brooklodge,Glanmire,Co.Cork,,Cork,T45W965,51.930854,-8.38438,Riverstown_Glanmire,Cork City Council,RONAN MC CARTHY,glanmirecc@corketb.ie,0214822377,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,523,618,"1,141"
2025,76065H,Coláiste Cois Life,Gleann an Ghrífín,Leamhcán,Co Átha Cliath,,Dublin,K78Y330,704153.079742543,53.349681,Lucan,South Dublin County Council,BREANDÁN MAC FHLOINN,eolas@colaistecoislife.ie,016211825,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,310,282,592
2025,76066J,Meánscoil San Nioclás,Rinn O gCuanach,Dún Garbhán,Co. Phort Láirge,,Waterford,X35RF24,52.048111,-7.575691,Ring,Waterford County Council,SEÁN Ó CALLANÁIN,runai@meanscoil.ie,05846464,Day,Mixed,Vocational,N,Y,Y,N,All pupils taught all subjects through Irish,INTER DENOMINATIONAL,82,77,159
2025,76067L,Colaiste Pobail Naomh Mhuire,CREGGANE,STATION ROAD,BUTTEVANT,CO. CORK,Cork,P51NW93,52.23699,-8.677005,Buttevant,Cork County Council,MR DONAL O'SULLIVAN,buttevantadmin@corketb.ie,02223733,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,299,290,589
2025,76068N,Coláiste na Sceilge,Caherciveen,Co. Kerry,,,Kerry,V23Y003,51.940196,-10.240964,Caherciveen_Waterville,Kerry County Council,MAURICE FITZGERALD,info@colaistenasceilge.ie,0669473335,Day,Mixed,Vocational,N,N,N,N,Some pupils taught all subjects through Irish,INTER DENOMINATIONAL,260,283,543
2025,76069P,Colaiste Phobáil Ros Cré,Corville Road,Roscrea,Co Tipperary,,Tipperary,E53V449,52.953945,-7.79,Roscrea,Tipperary (NR) County Council,MR JACK FLYNN,ColaistePhobal@tipperaryetb.ie,050523939,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,300,294,594
2025,76070A,Coláiste Iósaef,Abbeyfarm,Kilmallock,Co. Limerick,,Limerick,V35E860,52.404054,-8.57774,Kilmallock,Limerick County Council,NOEL KELLY,office@cik.ie,06398275,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,251,254,505
2025,76072E,Abbey Community College,Boyle,Co Roscommon,,,Roscommon,F52HK46,53.969034,-8.299163,Boyle,Roscommon County Council,MR DAVID HARDING,david.harding@gretb.ie,0719664646,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,313,307,620
2025,76073G,Castletroy College,Newtown,Castletroy,Co Limerick,,Limerick,V946D85,52.663134,-8.540898,Limerick City,Limerick County Council,BRIAN O'DONOGHUE,admin@castletroycollege.ie,061330785,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,640,720,"1,360"
2025,76075K,St John Bosco Community College,Kildysart,Ennis,Co. Clare,,Clare,V95TXF1,52.673051,-9.104573,Kildysart_Cahercon,Clare County Council,DENIS O'ROURKE,denis.orourke@lcetb.ie,0656832300,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,156,133,289
2025,76076M,Colaiste Chraobh Abhann,Creowen,Kilcoole,Co Wicklow,,Wicklow,A63WF10,53.100629,-6.065358,Kilcoole,Wicklow County Council,MR. OLIVER STACK,reception@colaisteca.ie,012870198,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,378,400,778
2025,76077O,Larkin Community College,Champions Avenue,Dublin 1,,,Dublin,D01WD93,53.352259,-6.257796,Drumcondra_Marino_Dublin1,Dublin City Council,THOMAS USHER,larkinupdates@lcc.cdetb.ie,018742363,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,202,201,403
2025,76078Q,Skerries Community College,Skerries Community College,Balbriggan Street,Skerries,Co Dublin,Dublin,K34HH29,724765.39142411,53.579186,Skerries,Fingal County Council,KEVIN MC LOUGHLIN,info@skerriescc.ie,018490011,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,488,537,"1,025"
2025,76079S,Coláiste Phobail Cholmcille,Baile Úr,Oileán Thoraí,Doirí Beaga,Co. Dhún Na nGall,Donegal,F92X023,55.264736,-8.221238,Tory Island,Donegal County Council,PATRICK QUEENAN,cpcthorai@donegaletb.ie,0749165448,Day,Mixed,Vocational,N,Y,Y,Y,All pupils taught all subjects through Irish,INTER DENOMINATIONAL,7,4,11
2025,76081F,Coláiste Ailigh,Cnoc na Móna,Leitir Ceanainn,Co Dhún na nGall,,Donegal,F92N2HE,54.964092,-7.724989,Letterkenny,Donegal County Council,SEÁN MAC SUIBHNE,colaisteailigh@donegaletb.ie,0749125943,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,INTER DENOMINATIONAL,182,142,324
2025,76082H,Abbey Community College,Abbey Rd,Ferrybank,Waterford,,Kilkenny,X91PC91,52.264397,-7.098767,Waterford,Kilkenny County Council,MICHELLE JEFFORD,info@abbeycommunitycollege.com,051832930,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,481,523,"1,004"
2025,76083J,Magh Ene College,Church Road,Bundoran,Co Donegal,,Donegal,F94YT78,54.475156,-8.279328,Ballyshannon_Donegal,Donegal County Council,PAT TIGHE,maghene@donegaletb.ie,0719841244,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,162,171,333
2025,76084L,Moville Community College,Carrownaff,Moville,Co Donegal,,Donegal,F93DN29,55.187047,-7.050878,Carndonagh,Donegal County Council,CAROLINE DOHERTY,moville@donegaletb.ie,0749385988,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,311,337,648
2025,76085N,Gaelcholáiste Reachrann,Bóthar Mhainistir na Gráinsí,Domhnach Míde,Baile Atha Cliath 13,,Dublin,D13NP52,722579.573016747,53.400257,Donaghmede_Howth_D13,Fingal County Council,EIMER NIC AN RI,oifig@gcreachrann.ie,018770935,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,INTER DENOMINATIONAL,222,231,453
2025,76086P,MARIA IMMACULATA COMMUNITY COLLEGE,Dunmanway,Co Cork,,,Cork,P47AP82,51.714623,-9.115334,Dunmanway,Cork County Council,MR NIALL MURPHY,miccinfo@corketb.ie,0238856030,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,332,310,642
2025,76088T,Ratoath College,Jamestown,Ratoath,Co. Meath,,Meath,A85TW84,53.499628,-6.458267,Ratoath,Meath County Council,SEAMUS MEEHAN,ratoathcollege@lmetb.ie,018254102,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,559,573,"1,132"
2025,76089V,MOHILL COMMUNITY COLLEGE,MOHILL,CO LEITRIM,,,Leitrim,N41YT72,53.922804,-7.8724,Mohill,Leitrim County Council,MR. CORMAC FLYNN,mohillcommunitycollege@msletb.ie,0719631208,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,274,257,531
2025,76090G,Coláiste Pobail Bheanntraí,SESKIN,BANTRY,CO CORK,,Cork,P75TE27,51.673872,-9.446545,Bantry,Cork County Council,MARIAN CAREY,marian.carey@corketb.ie,02756434,Day,Mixed,Vocational,N,N,N,N,Some pupils taught some subjects through Irish,INTER DENOMINATIONAL,357,395,752
2025,76091I,Coláiste Oiriall,Cnoc an Chonnaidh,Br. Ard Mhacha,Muineachán,Co. Mhuineacháin,Monaghan,H18W897,54.26216,-6.950597,Monaghan,Monaghan County Council,ANNETTE NÍ THUATHAIL,eolas@oiriall.ie,04772344,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,223,179,402
2025,76092K,PRESENTATION COMMUNITY COLLEGE,TERENURE,DUBLIN 6W,,,Dublin,D6WCP28,53.310964,-6.286848,Dublin_6w,Dublin City Council,MS ÁINE MULDERRIG,info@pcc.cdetb.ie,014902404,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,CATHOLIC,229,214,443
2025,76093M,COLÁISTE ÍDE AGUS IOSAEF,ABBEYFEALE,CO LIMERICK,,,Limerick,V94F7X4,52.387459,-9.297044,Abbeyfeale,Limerick County Council,LIAM MURPHY,colaisteideagusiosef@lcetb.ie,06830631,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,325,344,669
2025,76096S,Coláiste Mhuirlinne/Merlin College,c/o Galway-Roscommon ETB,Doughiska Road,,Galway,Galway,H91309Y,53.282535,-8.984878,Galway City,Galway City Council,JOHN CLEARY,john.cleary@gretb.ie,091769000,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,344,366,710
2025,76097U,ADAMSTOWN COMMUNITY COLLEGE,Station Rd,Adamstown,Lucan,Co. Dublin,Dublin,K78WP89,702411.103319719,53.336533,Lucan,South Dublin County Council,ADRIAN FLYNN,info.adamstowncc@ddletb.ie,016540348,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,476,505,981
2025,76098W,Coláiste Pobail Setanta,Colaiste Pobail Setanta,Phibblestown,Clonee,Dublin 15,Dublin,D15EY17,704073.172624208,53.397775,Blanchardstown_West_D15,Fingal County Council,LIAM WALSH,admin@cpsetanta.ie,016402403,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,505,574,"1,079"
2025,76099B,Coláiste Chill Mhantáin,Burkeen,Wicklow Town,Co Wicklow,,Wicklow,A67TV21,52.985206,-6.066093,Wicklow,Wicklow County Council,PADRAIG DONOGHUE,admin.ccm@wicklowvec.ie,040461863,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,352,643,995
2025,76101I,GAELCHOLÁISTE LUIMNIGH,SRÁID AN CHLÁIR,LUIMNEACH,,,Limerick,V9423V7,52.665785,-8.610711,Limerick City,Limerick City Council,KEVIN O RAGHALLAIGH,info@gcldrive.com,061404959,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,INTER DENOMINATIONAL,371,235,606
2025,76102K,Coláiste an Eachréidh,Bóthar Thuama,Baile Átha an Rí,Co. na Gaillimhe,,Galway,H65WD54,53.301343,-8.747339,Athenry,Galway County Council,EMMA NÍ RIAIN,colaiste.aneachreidh@gretb.ie,091874590,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,125,109,234
2025,76103M,Colaiste na hInse,"Coast Road, Bettystown",Co Meath,,,Meath,A92NY30,53.692703,-6.245342,Laytown,Meath County Council,EILIS FLOOD,colaistenahinse@lmetb.ie,0419813335,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,469,552,"1,021"
2025,76104O,Donabate Community College,"Portrane Road,",Donabate,Co Dublin,,Dublin,K36NN88,723147.482574926,53.490088,Donabate,Fingal County Council,JOHN DOYLE,info@donabatecc.ie,018436726,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,350,449,799
2025,76105Q,Banagher College,Banagher,Co. Offaly,,,Offaly,R42WR22,53.186848,-7.986564,Banagher,Offaly County Council,MS. LILY KINAHAN,admin@bccns.ie,0579151323,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,287,269,556
2025,76106S,Gaelcholáiste na Mara,Pairc Na bPiarsach,Bothar an Ghleanntain,Arklow,Co.Wicklow,Wicklow,Y14DX27,52.801166,-6.166386,Arklow,Wicklow County Council,DECLAN O LEARY,gaelcholaistenamara@gmail.com,040291764,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,133,146,279
2025,76107U,Coláiste Eoghain,Muileann Thulaigh Gharbháin,Bun Cranncha,Co. Dhún na nGall,,Donegal,F93XT38,55.144044,-7.452633,Buncrana,Donegal County Council,CLAIRE NÍ DHOCHARTAIGH,colaisteeoghain@donegaletb.ie,0749322350,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,8,5,13
2025,76127D,Creagh College,Carnew Road,Gorey,Co. Wexford,,Wexford,Y25V6Y9,52.675621,-6.314232,Gorey,Wexford County Council,DECLAN O'TOOLE,creaghcollege@wwetb.ie,0539484035,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,496,565,"1,061"
2025,76129H,Ardgillan Community College,Castlelands,Balbriggan,,Co Dublin,Dublin,K32KK33,720425.081176827,53.60066,Balbriggan,Fingal County Council,NUALA NI MHURCHU,info@ardgillancc.ie,019680734,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,390,624,"1,014"
2025,76130P,Luttrellstown Community College,Luttrellstown Community College,Porterstown Road,Clonsilla,Dublin 15,Dublin,D15DY29,705862.395580559,53.375205,Carpenterstown_D15,Fingal County Council,SIOBHÁN MORAN,info.luttrellstowncc@ddletb.ie,018228060,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,465,562,"1,027"
2025,76150V,Coláiste Pobail Acla,Achill Sound,Westport,Co. Mayo,,Mayo,F28CP49,53.9324,-9.914239,Achill,Mayo County Council,JASON Ó MONGÁIN,info@cpacla.ie,09845139,Day,Mixed,Vocational,N,Y,Y,N,No subjects taught through Irish,MULTI DENOMINATIONAL,126,106,232
2025,76152C,Kishoge Community College,Thomas Omer Way,Lucan,,,Dublin,K78DC89,704846.086885792,53.33626,Lucan,South Dublin County Council,NIALL HARE,reception@kishogecc.ie,016877482,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,445,492,937
2025,76173K,Coláiste na Mí,Johnstown Educational Campus,Johnstown,Navan,Co Meath,Meath,C15T028,53.643121,-6.650941,Navan,Meath County Council,MS LOUISE KEARNS,colaistenami@lmetb.ie,0469012130,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,349,564,913
2025,76193Q,Maynooth Community College,Mariavilla,Moyglare Road,Maynooth,Co. Kildare,Kildare,W23P2R0,53.394861,-6.596769,Maynooth,Kildare County Council,SIOBHAIN MCCAULEY,principal@mcc.edu.ie,016016041,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,530,483,"1,013"
2025,76194S,Naas Community College,Osberstown,Millennium Park,Naas,Co Kildare,Kildare,W91P93F,53.231887,-6.676426,Naas,Kildare County Council,CIARÁN KEEGAN,info@naascc.ie,045850580,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,430,498,928
2025,76195U,Coláiste Chú Chulainn,Lower Marshes,Dundalk,CO. LOUTH,,Louth,A91F75P,54.00068,-6.395442,Dundalk,Louth County Council,TOMAS SHARKEY,colaistecc@lmetb.ie,0429354553,Day,Mixed,Vocational,N,Y,N,N,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL,354,531,885
2025,76196W,DE LACY COLLEGE,Ashbourne Education Campus,Killegland,Ashbourne,Co. Meath,Meath,A84TW90,53.511564,-6.41523,Ratoath,Meath County Council,JANICE UI BHEOLAIN,colaistedelacy@lmetb.ie,015241075,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,455,474,929
2025,76213T,Lusk Community College,Raheny Lane,Rathmore Road,Lusk,Co. Dublin,Dublin,K45WN50,722164.117219485,53.530307,Rush&Lusk,Fingal County Council,PAT COLE,patrickcole@luskcc.ie,015130000,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,525,579,"1,104"
2025,76233C,Coláiste Bhaile Chláir,Lakeview,Baile Chláir,,,Galway,H91XY8V,53.335133,-8.936564,Galway City,Galway County Council,MR ALAN MONGEY,info.claregalway@gretb.ie,091799001,Day,Mixed,Vocational,N,N,Y,N,No subjects taught through Irish,MULTI DENOMINATIONAL,550,719,"1,269"
2025,76273O,Gaelcholáiste Charraig Ui Leighin,Gaelcholáiste Charraig Uí Leighin,Árd na Cloiche,Carraig Uí Leighin,,Cork,P43XV78,51.826142,-8.401942,Carrigaline,Cork County Council,DONNCHADH Ó CRÓINÍN,eolascul@corketb.ie,021 4372901,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,161,141,302
2025,76293U,Kingswood Community College,Ballymount Road,Kingswood Heights,Tallaght,Dublin 24,Dublin,D24HYN2,708494.627329683,53.306402,Tallaght,South Dublin County Council,DEBORAH DUNNE,info@kingswoodcc.ie,01 4517400,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,465,541,"1,006"
2025,76313A,Coláiste Dún an Rí,Ernan's Hill,Kingscourt,Co. Cavan,,Cavan,A82K5W7,53.909342,-6.804416,Bailieborough,Cavan County Council,MR. FERGAL BOYLE,info@colaistedunanri.ie,0429698294,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,329,334,663
2025,76333G,Carrigtwohill Post Primary,Station Road,Carrigtwohill,Co. Cork,,Cork,T45YY22,51.91321,-8.263047,Midleton_Carrigtwohill,Cork County Council,LORNA DUNDON,Carrigtwohillcc@corketb.ie,0214853488,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,CATHOLIC,380,532,912
2025,76334I,St Joseph's Community College,St. Joseph's Community College,Charlestown,,,Mayo,F12WE19,53.960292,-8.801406,Charlestown,Mayo County Council,STACEY MCDERMOTT (ACTING),info@sjcc.ie,094-9254211,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,CATHOLIC,110,113,223
2025,76394D,Clonturk College,Swords Road,Whitehall,Dublin 9,,Dublin,D09W5K6,716546.419608262,53.379449,Whitehall_SantryD9,Dublin City Council,ANTHONY CREEVEY,info@clonturkcc.cdetb.ie,015596960,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,462,506,968
2025,76414G,Thomond Community College,Moylish Park,Moylish,Limerick,,Limerick,V94V342,52.678362,-8.649056,Limerick City,Limerick City Council,VIVIENNE HOGAN,info@thomondcc.ie,061452422,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,308,289,597
2025,76454S,Griffeen Community College,c/o Kishogue Community College,Thomas Omar Way,Lucan,Co. Dublin,Dublin,K78DC89,704846.086885792,53.33626,Lucan,South Dublin County Council,MR NOEL KELLY,noelkelly@griffeencc.ie,016212392,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,249,327,576
2025,76474B,Dunamase College (Coláiste Dhún Másc),Railway Street,Portlaoise,Co. Laois,,Laois,R32WE02,53.035004,-7.299025,Portlaoise,Laois County Council,DYMPNA KELLY,info@dunamasecollege.ie,0578664696,Day,Mixed,Vocational,N,N,N,N,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL,248,258,506
2025,76475D,Swords Community College,Broadmeadows,RATHBEALE ROAD,SWORDS,Co. Dublin,Dublin,K67A3E8,716259.568043874,53.466374,Swords,Fingal County Council,AOIFE SMITH,info@swordscc.ie,01 22 33 067,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,406,546,952
2025,76476F,Mungret Community College,Cahranardrish,Mungret,Limerick,,Limerick,V9462R7,52.629447,-8.686344,Limerick City,Limerick City Council,LIAM O'MAHONY,mungretcc@lcetb.ie,061 308880,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,483,508,991
2025,76534Q,Coláiste Naomh Eoin,Inis Meáin,Oileáin Árann,,,Galway,,53.087299,-9.589039,Kilronan_Aran Islands,Galway County Council,M NÍ FHÁTHARTA,eolas.eoin@gretb.ie,09973991,Day,Mixed,Vocational,N,N,Y,Y,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,21,20,41
2025,76554W,Gaelcholáiste Mhaigh Nuad,Manor Mills,Maigh Nuad,,,Kildare,W23V9P2,53.3818,-6.593653,Maynooth,Kildare County Council,MÍCHEÁL Ó CEOINÍN,michealoceoinin@kwetb.ie,015054386,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,89,65,154
2025,76574F,Eriu Community College,Barnwell Road,Hansfield,Dublin 15,,Dublin,D15X4XT,703386.52589447,53.389532,Blanchardstown_West_D15,Fingal County Council,MICHAEL FLYNN,admin@eriucc.ie,019633353,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,84,109,193
2025,76594L,Coláiste pobail Fóla,Heritage Village,Garter's Lane,Saggart,Co. Dublin,Dublin,D24HFK2,704165.278068961,53.284093,Newcastle_Rathcoole,South Dublin County Council,JOY UÍ MHURCHADHA,info@cpfola.ie,012551770,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,357,401,758
2025,76595N,Enfield Community College,Dublin Road,Enfield,Meath,,Meath,A83VX31,53.414486,-6.816297,Kilcock,Meath County Council,SHANE FOLEY,enfieldcommunitycollege@lmetb.ie,0860353120,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,320,364,684
2025,76596P,Greystones Community College,Mill Road,Greystones,Co Wicklow,,Wicklow,A63A3K2,53.1324,-6.068848,Greystones,Wicklow County Council,RUAIRI FARRELL,gcc@kwetb.ie,012010096,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,362,403,765
2025,76614O,Coláiste Rioga,Dunshaughlin,Meath,,,Meath,A85KF64,53.504275,-6.535983,Dunshaughlin,Meath County Council,MR DECLAN CLARKE,colaisterioga@lmetb.ie,0876117987,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,126,141,267
2025,81001I,Newpark Comprehensive School,Newtownpark Avenue,Blackrock,Co Dublin,,Dublin,A94EV70,53.2895,-6.172989,Dunlaoghaire,Dun Laoghaire Rathdown,MR. EOIN NORTON,office@newparkschool.ie,012883724,Day,Mixed,Comprehensive,N,N,N,N,No subjects taught through Irish,CHURCH OF IRELAND,415,469,884
2025,81002K,Mount Temple Comprehensive School,Malahide Road,Dublin 3,,,Dublin,D03DX79,53.368676,-6.2227,Killester_Raheny_Clontarf,Dublin City Council,MR. DAVID BANE,office@mounttemple.ie,018336984,Day,Mixed,Comprehensive,N,N,N,N,No subjects taught through Irish,CHURCH OF IRELAND,429,474,903
2025,81005Q,St Aidans Comprehensive School,Cootehill,Co Cavan,,,Cavan,H16CV91,54.066459,-7.063483,Cootehill,Cavan County Council,MS. ANGELA FLANAGAN,office@staidans.ie,0495552161,Day,Mixed,Comprehensive,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,317,337,654
