Total Enrolment in Mainstream National Schools for the 2024/2025 school year (enrolment is as of 30th September 2024),,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,School Planning Area,Email,Phone No.,Principal Name,Local Authority Description,School Type,School Level,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Patron,Female,Male,Enrolment per Return
2024,19878E,Holy Rosary Primary School,Old Court Avenue,Tallaght,Dublin 24,,Dublin,D24H022,53.272891,-6.348673,Firhouse_Oldbawn,holyrosaryps1@gmail.com,014521369,Dolores Kelly,South Dublin County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,286,258,544
2024,19879G,NAOMH PADRAIG JUNIOR,Drangan,Thurles,Co. Tipperary,,Tipperary,E41X337,52.517315,-7.587921,Ballingarry,office@dranganns.ie,0529152278,Bernie Fitzgerald,Tipperary (Sr) County Council,Ordinary,Junior,Y,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,31,20,51
2024,19880O,NAOMH PADRAIG SENIOR,Newtown,Drangan,Co. Tipperary,,Tipperary,E41X337,52.517315,-7.587921,Ballingarry,office@dranganns.ie,0529152278,Orry Ryan,Tipperary (Sr) County Council,Ordinary,Senior,Y,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,28,23,51
2024,19881Q,GAELSCOIL CHARRAIG UI LEIGHIN,"Ardnacloghy, Ballinrea",Carraig Uí Leighin,Co. Chorcaí,,Cork,P43W681,51.826304,-8.400254,Carrigaline,oifig@gaelscoilcul.ie,0214373399,Caitríona Uí Liatháin,Cork County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,307,289,596
2024,19882S,Scoil an Athair Tadhg O Murchu,Dúglas,Corcaigh,,,Cork,T12D702,51.877362,-8.443538,Ballintemple_CorkCity,oifig@gaelscoilnaduglaise.ie,0214364193,Niamh Ni Mhaolain,Cork City Council,Ordinary with Special Classes,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,222,216,438
2024,19883U,GAELSCOIL O DOGHAIR,Bóthar an Stáisiúin,Caisleán Nua Thiar,Co. Luimnigh,,Limerick,V42PD71,52.45739,-9.059524,Newcastlewest,oifig@gsodoghair.com,06961087,Caitlín Móinbhíol,Limerick County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Limerick,115,99,214
2024,19884W,BALLYBAY CENTRAL NS,Ballybay,Co. Monaghan,,,Monaghan,A75A382,54.130278,-6.897504,Ballybay,ballybaycentralns@gmail.com,0429741365,Karen Pepper,Monaghan County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Presbyterian,Presbytery of Monaghan,29,27,56
2024,19885B,GAELSCOIL PHILIB BARÚN,Cruabhaile Uachtarach,An Trá Mhór,Co. Phort Láirge,,Waterford,X91FP29,52.168799,-7.146016,Tramore,eolas@pilibbarun.com,051381329,Daithí de Paor,Waterford County Council,Ordinary with Special Classes,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,89,100,189
2024,19886D,GAEL SCOIL THOMAIS DAIBHIS,Cnoc an tSamhraidh,Magh Ealla,Co. Chorcaí,,Cork,P51EY22,52.125354,-8.642729,Mallow,oifig@gaelscoilthomaisdaibhis.ie,02242709,Máire Ní Mhainnín,Cork County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Cloyne,194,215,409
2024,19888H,ST ANNES MXD N S,Stonebridge Road,Shankill,Co. Dublin,,Dublin,D18AV61,53.234272,-6.128988,Ballybrack_Shankill_DLR,stannesnsshankill@gmail.com,012825565,John Fingleton,Dun Laoghaire Rathdown,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,219,219,438
2024,19890R,NAOMH MAODHOG N.S.,Main Street,Ferns,Co. Wexford,,Wexford,Y21H9P8,52.590686,-6.498212,Enniscorthy,fernsschool@gmail.com,0539366205,John Halford,Wexford County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ferns,141,160,301
2024,19892V,GAELSCOIL DHUN DEALGAN,Muirtheimhne Mór,Dún Dealgan,Co. Lú,,Louth,A91D797,53.988126,-6.381769,Dundalk,oifig@gaelscoildd.ie,0429339389,Áine Uí Choinne,Louth County Council,Ordinary,All Through,Y,All subjects through Irish,N,N,Catholic,Archbishop of Armagh,116,100,216
2024,19893A,ST KILIANS SENIOR N S,Kingswood Heights,Tallaght,Dublin 24,,Dublin,D24F797,53.30629,-6.370353,Tallaght,info@ST-KILIANS.COM,014510100,Barry Frisby,South Dublin County Council,Ordinary with Special Classes,Senior,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,142,137,279
2024,19894C,AN MHODH SCOIL,Ascaill Uí Chonaill,Luimneach,,,Limerick,V94W891,52.655182,-8.63383,Limerick City,info@modelschool.ie,061315827,Éibhear Ó Déaghaidh,Limerick City Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Minister for Education & Skills,306,272,578
2024,19896G,Scoil Caitriona na mBraithre,59 Lower Baggot Street,Dublin 2,,,Dublin,D02H365,53.336203,-6.245824,Dublin2_Dublin4,info@scbs.ie,016766132,Lisa Rohan,Dublin City Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,61,87,148
2024,19897I,SCOIL UÍ RIADA,An Bhanóg,Cill Choca,Co Chill Dara,,Kildare,W23KNW8,53.399892,-6.676987,Kilcock,eolas@scoiluiriada.ie,016287906,Seamus O Muirithe,Kildare County Council,Ordinary with Special Classes,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,255,232,487
2024,19898K,GAELSCOIL AN DUINNINIGH,Draighneán,Bóthar Fhaol Droma,Sord,Co. Átha Cliath,Dublin,K67V207,53.446612,-6.200444,Malahide_Nevinstown,oifig@scoiland.ie,018409640,Nóirín Ní Laighin,Fingal County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Archbishop of Dublin,211,174,385
2024,19899M,GAELSCOILE COBH,COBH,CO CHORCAI,,,Cork,P24AF83,51.854356,-8.286924,Cobh,po@gaelscoilcobh.ie,0214811283,DONAL B O DUINNSHLEIBHE,Cork County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Cloyne,33,26,59
2024,19901T,BOOTERSTOWN N S,CROSS AVE,BLACKROCK,CO DUBLIN,,Dublin,A94E524,53.300543,-6.191004,Booterstown_Blackrock,office@booterstownnationalschool.ie,012885514,Shameela Lyons,Dun Laoghaire Rathdown,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Archbishop of Dublin & Bishop of Glendalough COI,50,42,92
2024,19903A,KILTIMAGH CENTRAL,KILTIMAGH,CO MAYO,,,Mayo,F12XY86,53.845717,-8.996774,Kiltimagh,principal@kiltimaghns.ie,0949381679,Orlene Mooney,Mayo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,129,119,248
2024,19904C,HOLY CROSS N S,Kilmacud Road Upper,Dundrum,Dublin 14,,Dublin,D14AD66,53.288514,-6.241372,Goatstown_Stillorgan_DLR,admin@holycrossschool.ie,012985493,John McGrath,Dun Laoghaire Rathdown,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,124,146,270
2024,19905E,KILKENNY SCHOOL PROJECT,Springfields,Waterford Road,Kilkenny,,Kilkenny,R95VX31,52.638104,-7.251891,Kilkenny,office@kilkennyschoolproject.ie,0567751407,Ann Marie O'Keeffe,Kilkenny County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Kilkenny School Project ,118,122,240
2024,19906G,Cork Educate Together National School,GRATTAN STREET,CORK,,,Cork,T12NW65,51.899132,-8.478812,Glasheen_CorkCity,corketns@gmail.com,0214275640,Maura O Riordan,Cork City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Cork School Project  ,104,95,199
2024,19907I,GAELSCOIL MOLOGA,"Bóthar Thigh Chláir,",Cros Araild,Baile Átha Cliath 6W,,Dublin,D6WEA22,53.31735,-6.285358,Dublin_6w,scoilmologa6w@gmail.com,014923888,Síle Nic Coitir,Dublin City Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Archbishop of Dublin,118,110,228
2024,19908K,GAELSCOIL MHACHAN,Ave de Rennes,Machan,An Charraig Dhubh,Corcaigh,Cork,T12RH66,51.892267,-8.40328,Ballintemple_CorkCity,info@gsmhachan.com,0214357688,Íde Ní Dhubháin,Cork City Council,Ordinary with Special Classes,All Through,Y,All subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,69,71,140
2024,19909M,GAELSCOIL PEIG SAYERS,Campas Oideachais,Fearann Phiarais,Bothar Ri na hAoine,Corcaigh,Cork,T23FK40,51.911925,-8.478121,Gurranbraher_CorkCity,eolas@peigsayers.com,0214309619,Adrian Breathnach,Cork City Council,Ordinary with Special Classes,All Through,Y,All subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,177,110,287
2024,19910U,SLIGO PROJECT SCHOOL,Abbey Quarter,Sligo,,,Sligo,F91XF51,54.269935,-8.466134,Sligo,sligosp@gmx.com,0719143073,Carmel Morley,Sligo County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Multi Denominational,Sligo School Project ,22,25,47
2024,19911W,ST PATRICKS CENTRAL NS,Kilmaine,Claremorris,Co. Mayo,,Mayo,F31E199,53.582632,-9.122446,Ballinrobe,office@kilmainens.ie,09333535,Shane Barrett,Mayo County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,50,73,123
2024,19912B,SCOIL MHUIRE,Glenties,Co. Donegal,,,Donegal,F94HT62,54.794796,-8.27893,Glenties,office@scoilmhuireglenties.com,0749551521,Cróna Rodgers,Donegal County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,82,62,144
2024,19913D,ST JOSEPHS NS,Macroom Road,Bonnybrook,Dublin 17,,Dublin,D17DY60,53.398116,-6.203217,Darndale_D17,secretarystjosephsns@gmail.com,018475616,Rosemarie Gaffney,Dublin City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,136,159,295
2024,19914F,SCOIL NAISIUNTA THOLA,Bohola,Claremorris,Co. Mayo,,Mayo,F12PR53,53.899956,-9.05909,Kiltimagh,boholaschool@gmail.com,0949384271,Teresa Mulligan,Mayo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Achonry,39,41,80
2024,19916J,ST PETERS NS,St.Peter's N.S.,Snugboro,Castlebar,,Mayo,F23XY33,53.865093,-9.329856,Castlebar,office@stpetersnssnugboro.ie,0949023079,Catherine McHale,Mayo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Tuam,146,135,281
2024,19917L,GAELSCOIL NAOMH AOGAIN,Bóthar an Choláiste,Oileán Ciarraí,Co. Chiarraí,,Kerry,V92HD27,52.23361,-9.458273,Castleisland,gaelscoilaogain87@gmail.com,0667142022,Tomás Ó Conchúir,Kerry County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Kerry,84,89,173
2024,19918N,DRINAGH MIXED NS,DUNMANWAY,CO CORK,,,Cork,P47E024,51.65125,-9.148083,Dunmanway,drinaghns@gmail.com,02830389,Dominic Hayes,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,41,31,72
2024,19919P,ST DAVIDS N S,Kilmore Road,Artane,Dublin 5,,Dublin,D05E510,53.385812,-6.217246,Beaumont_CoolockD5,stdavidsbns@gmail.com,018487979,Dwain Moore,Dublin City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,,278,278
2024,19920A,ST JOHN OF GOD N S,Kilmore Road,Artane,Dublin 5,,Dublin,D05E265,53.38965,-6.217323,Beaumont_CoolockD5,principal@stjohnofgodartane.com,018477193,Sinead Feery,Dublin City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,189,,189
2024,19921C,Drung No 2 NS,Doohassan,Drung,Co. Cavan,,Cavan,H12YR91,54.04327,-7.232869,Cootehill,drungcent.ias@eircom.net,0494338317,Georgina Smith,Cavan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Bishop of Kilmore Elphin & Ardagh  COI,2,9,11
2024,19922E,OUR LADYS N S,St Columbanus,Milltown,Dublin 14,,Dublin,D14N8H4,53.301623,-6.249931,Goatstown_Stillorgan_DLR,olnsclonskeagh@gmail.com,012981989,Edel Collins,Dun Laoghaire Rathdown,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,90,102,192
2024,19924I,HAROLDS CROSS N S,Clareville Road,Harold's Cross,Dublin 6W,,Dublin,D6WFR66,53.317364,-6.285754,Dublin_6w,office@haroldscrossns.ie,014922321,Mark Glynn,Dublin City Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,179,216,395
2024,19925K,SCOIL MHUIRE,Parnell Street,Kilkenny,,,Kilkenny,R95YT68,52.651196,-7.255966,Kilkenny,irene.deasy2@gmail.com,0567761659,Irene Deasy,Kilkenny County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ossory,301,119,420
2024,19926M,GAELSCOIL CHOLAISTE MHUIRE,4 Cearnóg Parnell,Baile Átha Cliath,,,Dublin,D01WC99,53.353588,-6.262097,Drumcondra_Marino_Dublin1,oifig@gaelscoilcm.ie,018729131,Pól Hansard,Dublin City Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Archbishop of Dublin,87,74,161
2024,19927O,SCOIL MHUIRE B & C,Millbrae,Stranorlar,Co. Donegal,,Donegal,F93AH7K,54.802116,-7.762734,Stranorlar,stranorlarprincipal@gmail.com,0749131877,Eoghan Roarty,Donegal County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,231,267,498
2024,19928Q,RANELAGH MULTI DENOM NS,Ranelagh Road,Ranelagh,Dublin 6,,Dublin,D06Y658,53.326798,-6.257687,Dublin6_Clonskeagh,principal@rmds.ie,014961722,Paul Fairbrother,Dublin City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,The Ranelagh Multidenominational  Association ,104,116,220
2024,19929S,ST BRIGIDS SENIOR GIRLS,Wellmount Avenue,Finglas West,Dublin 11,,Dublin,D11X262,53.386275,-6.310211,Scribblestown_FinglasWest,info@stbrigidssgns.ie,018342416,Siobhan Loughman,Dublin City Council,Ordinary with Special Classes,Senior,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,150,6,156
2024,19930D,Scoil an Chroí Ró-Naofa,Urlingford,Co Kilkenny,via Thurles,,Kilkenny,E41A567,52.719256,-7.579607,Johnstown,urlingfordns2020@gmail.com,0568831512,Philip Lonergan,Kilkenny County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ossory,104,128,232
2024,19931F,GAELSCOIL SHEOIRSE,Bóthar Bhaile an Róistigh,Luimneach,,,Limerick,V94VYH1,52.650716,-8.613847,Limerick City,gaelscoilsheoirseclancy@gmail.com,061603293,Aileen Costelloe,Limerick City Council,Ordinary with Special Classes,All Through,Y,All subjects through Irish,N,N,Catholic,Bishop of Limerick,40,47,87
2024,19932H,SN MHIC DARA,An Ceathrú Rua,Co. na Gaillimhe,,,Galway,H91T4C2,53.264428,-9.597205,Carraroe,eolas@scoilmhicdara.ie,091595395,Katherine Ní Cheallaigh,Galway County Council,Ordinary,All Through,Y,All subjects through Irish,Y,N,Catholic,Archbishop of Tuam,101,108,209
2024,19933J,SCOIL TREASA NAOFA,Petrie Road,Donore Avenue,Dublin 8,,Dublin,D08XP02,53.33446,-6.279364,Dublin_8,principal@scoiltreasanaofa.ie,014541899,Ann Marie Spillane,Dublin City Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,65,100,165
2024,19934L,LIMERICK SCHOOL PROJECT,O'Connell Avenue,Limerick,,,Limerick,V94WDV2,52.657233,-8.633694,Limerick City,office@lsp.ie,061412994,Barry Morrissey,Limerick City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Educate Together,106,104,210
2024,19935N,SCOIL EOIN,Greendale Road,Dublin 5,,,Dublin,D05K5P2,53.386889,-6.156668,Killester_Raheny_Clontarf,info@scoileoinns.com,018323281,Gail Fox,Dublin City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,67,77,144
2024,19936P,GAELSCOIL ULTAIN,Cnoc an Chonnaidh,Muineacháin,,,Monaghan,H18H263,54.262364,-6.949617,Monaghan,eolas@ultain.ie,04739711,Joe Ó Gallachóir,Monaghan County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Clogher,194,182,376
2024,19937R,GAELSCOIL AONACH,Bóthar Naomh Chonlain,An tAonach,Co. Thiobraid Árann,,Tipperary,E45AK02,52.868726,-8.207833,Nenagh,oifig@gaelscoilau.ie,06733509,Bríd Uí Shlatara,Tipperary (Nr) County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Killaloe,110,85,195
2024,19938T,ST JOSEPHS,Tivoli Road,Dun Laoghaire,Co. Dublin,,Dublin,A96VF34,53.286684,-6.140009,Dunlaoghaire,office@dunlaoghairens.ie,012803504,Padraic Fay,Dun Laoghaire Rathdown,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,173,219,392
2024,19939V,Scoil Naisiunta an Dea Aoire,Whitehall Road,Churchtown,Dublin 14,,Dublin,D14Y448,53.293642,-6.269479,Rathfarnham,school@goodshepherd.ie,012989475,Órlaith Veale,Dun Laoghaire Rathdown,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,106,107,213
2024,19940G,GAELSCOIL NAOMH PADRAIG,Bóthar an Chaisleán,Leamhcán,Co. Átha Cliath,,Dublin,K78RK40,53.350627,-6.435483,Lucan,oifig.gsnp@gmail.com,016241355,Liam Breathnach,South Dublin County Council,Ordinary with Special Classes,All Through,N,All subjects through Irish,N,N,Catholic,Archbishop of Dublin,172,206,378
2024,19941I,GAELSCOIL FAITHLEANN,An Pháirc,Cill Airne,Co. Chiarraí,,Kerry,V93WP62,52.063536,-9.489703,Killarney,p.oide@gsfaithleann.ie,0646634930,Lisa Ní Iarlaithe,Kerry County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Kerry,132,113,245
2024,19942K,ST PATRICKS NS,Colgagh,Calry,Sligo,,Sligo,F91DP48,54.285692,-8.396152,Sligo,Principal@calryns.ie,0719144288,David Gallagher,Sligo County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,88,89,177
2024,19943M,ST DAMIENS NS,Quarry Drive,Perrystown,Dublin 12,,Dublin,D12FWV6,53.314234,-6.321288,Dolphin's Barn_D12,stdamiansoffice@gmail.com,014508932,Aodh OConnor,South Dublin County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,110,122,232
2024,19944O,GORESBRIDGE N.S.,GORESBRIDGE,CO KILKENNY,,,Kilkenny,R95VX26,52.63067,-6.997109,Borris,office@goresbridgens.ie,0599775168,Nora McDonald,Kilkenny County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,43,32,75
2024,19945Q,RATHFARNHAM EDUCATE TOGETHER,Loreto Avenue,Rathfarnham,Dublin 14,,Dublin,D14V5W4,53.291757,-6.275089,Ballinteer_Stepaside_DLR,info@retns.ie,014938677,Louise Ledwith,Dun Laoghaire Rathdown,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Educate Together,103,102,205
2024,19946S,RUTLAND NATIONAL SCHOOL,Lower Gloucester Place,Dublin 1,,,Dublin,D01AE73,53.353371,-6.255102,Drumcondra_Marino_Dublin1,secretary@rutlandns.ie,018747331,Niamh Murray,Dublin City Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,74,79,153
2024,19947U,MOUNT SION CBS N S,Barrack Street,Waterford,,,Waterford,X91NF77,52.256129,-7.117637,Waterford,office@mountsionprimaryschool.ie,051377947,Catherine Burke,Waterford City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,,359,359
2024,19948W,Scoil na gCeithre Maistri,Lios Uí Mhulláin,Áth Luain,Co. na hIarmhí,,Westmeath,N37RP03,53.427303,-7.917963,Athlone,runai@ceithremaistri.ie,0906465794,Eoin Ó Crofaigh,Westmeath County Council,Ordinary with Special Classes,All Through,Y,All subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,117,102,219
2024,19949B,ISLAMIC NATIONAL SCHOOL,19 Roebuck Road,Clonskeagh,Dublin 14,,Dublin,D14V386,53.30396,-6.234232,Booterstown_Blackrock,mns0003@hotmail.com,012961340,John Mc Donnell,Dun Laoghaire Rathdown,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Muslim,Islamic Foundation of Ireland,207,216,423
2024,19951L,SWINFORD NS,Station Road,Swinford,Co. Mayo,,Mayo,F12V050,53.943481,-8.952973,Swinford,swinfordps@gmail.com,0949252055,Adrian Cregg,Mayo County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Achonry,83,118,201
2024,19952N,HOSPITAL NS,Castlefarm,Hospital,Co. Limerick,,Limerick,V35PX34,52.479735,-8.432901,Bruff_Hospital,principal@hospitalns.net,061383197,Brendan Moloney,Limerick County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,67,92,159
2024,19953P,ST MARYS NS,Youghal Road,Dungarvan,Co. Waterford,,Waterford,X35TN99,52.087567,-7.62577,Dungarvan,principal@stmarysdungarvan.ie,05841346,Fiona Fitzgerald,Waterford County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,191,62,253
2024,19954R,North Bay Educate Together NS,GREENDALE AVENUE,KILBARRACK,DUBLIN 5,,Dublin,D05K744,53.385324,-6.152575,Killester_Raheny_Clontarf,reception@northbayetns.com,018325536,Eimear Cole,Dublin City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Educate Together,97,102,199
2024,19955T,Presentation Primary School,Slievekeale Road,Waterford,,,Waterford,X91CR44,52.254738,-7.126608,Waterford,info@presentationprimarywaterford.ie,051374995,Áine Máire Uí Mheadra,Waterford City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,428,11,439
2024,19956V,GAELSCOIL SAIRSEAL,Bóthar Shíol Bhroin,Luimneach,,,Limerick,V94EV83,52.672215,-8.638617,Limerick City,oifig@gaelscoilsairseal.com,061322502,Áine Ní Fhíobhra,Limerick City Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Limerick,190,153,343
2024,19957A,DROMCLOUGH N S,Listowell,Co. Kerry,,,Kerry,V31W640,52.40753,-9.525448,Listowel,dromclo@eircom.net,06840293,Mary O'Connor,Kerry County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,84,106,190
2024,19958C,S N Naomh Fhiach,Killeshin Road,Graiguecullen,Co. Carlow,,Carlow,R93KT68,52.837629,-6.9456,Carlow,st.fiaccs@gmail.com,0599132444,John Brennan,Carlow County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,301,300,601
2024,19959E,SCOIL NAOMH FIONAN,Whitecastle,Quigley's Point,Co. Donegal,,Donegal,F93XR29,55.140398,-7.177273,Carndonagh,scoilnaomhfionan@outlook.com,0749383228,Dr. Patrick Patton,Donegal County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Derry,91,118,209
2024,19960M,ST JOHNS N S,Wyattville Road,Ballybrack,Co. Dublin,,Dublin,A96NW60,53.256084,-6.128274,Sallynoggin_Killiney_DLR,office@stjohnsns.ie,019020990,Catherine Coady,Dun Laoghaire Rathdown,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,73,101,174
2024,19963S,SCOIL AODH RUA&NUALA,Upper Main Street,Donegal Town,,,Donegal,F94H792,54.654705,-8.100333,Donegal,scoilaodhrua@gmail.com,0749722661,Martine Doherty,Donegal County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,124,111,235
2024,19964U,SCOIL MHUIRE GAN SMAL,Ballymote,Co. Sligo,,,Sligo,F56CP59,54.091507,-8.513533,Ballymote,office@smgsballymote.ie,0719183894,David O'Farrell,Sligo County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Achonry,105,120,225
2024,19965W,SCOIL MHUIRE,Clarinbridge,Co. Galway,,,Galway,H91D7P3,53.225923,-8.878419,Oranmore,info@clarinbridgeschool.ie,091796191,Lorraine Henry,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",116,141,257
2024,19966B,ST JOSEPHS,Drumcollogher,Charleville,Co. Limerick,,Limerick,P56P409,52.337821,-8.901822,Dromcollogher,dromcollogherprimary@gmail.com,06383229,Eibhlin Healy,Limerick County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Limerick,39,41,80
2024,19967D,SCOIL IOSAGAIN,St Mary's Road,Buncrana,Co. Donegal,,Donegal,F93CA39,55.132936,-7.455971,Buncrana,principal@scoiliosagain.ie,0749362450,Sinead McLaughlin,Donegal County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Derry,373,417,790
2024,19968F,GAELSCOIL DURLAS EILE,Bóthar na Naomh,Durlas,Co. Thiobraid Árann,,Tipperary,E41A668,52.6793,-7.823918,Thurles,oifig@gaelscoildurlas.ie,050421497,Labhaoise Ní Chuinneagáin,Tipperary (Nr) County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,105,92,197
2024,19969H,SN UI CHEITHEARNAIGH,Céide Ghearrbhaile,Béal Átha na Slua,Co. na Gaillimhe,,Galway,H53W183,53.327679,-8.240641,Ballinasloe,oifig@gaelscoil.ie,0909644347,Rachel Ní Shiúlaí,Galway County Council,Ordinary,All Through,Y,All subjects through Irish,N,N,Catholic,Bishop of Clonfert,100,90,190
2024,19970P,PORTLAW N.S.,Convent Road,Portlaw,Co. Waterford,,Waterford,X91V343,52.290432,-7.315196,Carrick-on-Suir,secretaryportlawns@gmail.com,051387454,Brian Barron,Waterford County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,109,100,209
2024,19971R,GAELSCOIL ADHAMHNAIN,Gleann Cearra,Leitir Ceanainn,Co. Dhún na nGall,,Donegal,F92PV04,54.957004,-7.749905,Letterkenny,gaelscoil1991@gmail.com,0749126117,Colm Breathnach,Donegal County Council,Ordinary,All Through,N,All subjects through Irish,N,N,Catholic,Bishop of Raphoe,227,179,406
