Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Patron,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2023-2024
2023,76064F,Glanmire Community College,Brooklodge,Glanmire,Co.Cork,,T45W965,51.930854,-8.38438,Riverstown_Glanmire,Cork,Cork City Council,Ronan Mc Carthy,glanmirecc@corketb.ie,0214822377,INTER DENOMINATIONAL,Cork ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,533,636,"1,169"
2023,76065H,Coláiste Cois Life,Gleann an Ghrífín,Leamhcán,Co Átha Cliath,,K78Y330,53.349681,-6.435651,Lucan,Dublin,South Dublin County Council,Tomás Ó Donnagáin,eolas@colaistecoislife.ie,016211825,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,351,284,635
2023,76066J,Meánscoil San Nioclás,Rinn O gCuanach,Dún Garbhán,Co. Phort Láirge,,X35RF24,52.048111,-7.575691,Ring,Waterford,Waterford County Council,Seán Ó Callanáin,runai@meanscoil.ie,05846464,INTER DENOMINATIONAL,To  be decided,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,Y,79,77,156
2023,76067L,Colaiste Pobail Naomh Mhuire,CREGGANE,STATION ROAD,BUTTEVANT,CO. CORK,P51NW93,52.23699,-8.677005,Buttevant,Cork,Cork County Council,Mr Donal O'Sullivan,admin@buttevantcolaiste.ie,02223733,INTER DENOMINATIONAL,Cork ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,274,285,559
2023,76068N,Coláiste na Sceilge,Caherciveen,Co. Kerry,,,V23Y003,51.940196,-10.240964,Caherciveen_Waterville,Kerry,Kerry County Council,Maurice Fitzgerald,info@colaistenasceilge.ie,0669473335,INTER DENOMINATIONAL,Kerry ETB,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,291,294,585
2023,76069P,Colaiste Phobáil Ros Cré,Corville Road,Roscrea,Co Tipperary,,E53V449,52.953945,-7.79,Roscrea,Tipperary,Tipperary (NR) County Council,Mr Jack Flynn (Acting Principal),ColaistePhobal@tipperaryetb.ie,050523939,INTER DENOMINATIONAL,Tipperary ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,288,268,556
2023,76070A,Coláiste Iósaef,Abbeyfarm,Kilmallock,Co. Limerick,,V35E860,52.404054,-8.57774,Kilmallock,Limerick,Limerick County Council,Noel Kelly,office@cik.ie,06398275,INTER DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,244,256,500
2023,76072E,Abbey Community College,Boyle,Co Roscommon,,,F52HK46,53.969034,-8.299163,Boyle,Roscommon,Roscommon County Council,Mr David Harding,david.harding@gretb.ie,0719664646,INTER DENOMINATIONAL,Galway & Roscommon ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,295,286,581
2023,76073G,Castletroy College,Newtown,Castletroy,Co Limerick,,V946D85,52.663134,-8.540898,Limerick City,Limerick,Limerick County Council,Mr Padraig Flanagan,admin@castletroycollege.ie,061330785,INTER DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,613,665,"1,278"
2023,76075K,St John Bosco Community College,Kildysart,Ennis,Co. Clare,,V95TXF1,52.673051,-9.104573,Kildysart_Cahercon,Clare,Clare County Council,Denis O'Rourke,denis.orourke@lcetb.ie,0656832300,INTER DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,146,143,289
2023,76076M,Colaiste Chraobh Abhann,Creowen,Kilcoole,Co Wicklow,,A63WF10,53.100629,-6.065358,Kilcoole,Wicklow,Wicklow County Council,Mr. Oliver Stack,reception@colaisteca.ie,012870198,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,385,399,784
2023,76077O,Larkin Community College,Champions Avenue,Dublin 1,,,D01WD93,53.352259,-6.257796,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,Thomas Usher,larkinupdates@lcc.cdetb.ie,018742363,INTER DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,217,185,402
2023,76078Q,Skerries Community College,Skerries Community College,Balbriggan Street,Skerries,Co Dublin,K34HH29,53.579186,-6.115893,Skerries,Dublin,Fingal County Council,Kevin Mc Loughlin,info@skerriescc.ie,018490011,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,488,545,"1,033"
2023,76079S,Coláiste Phobail Cholmcille,Baile Úr,Oileán Thoraí,Doirí Beaga,Co. Dhún Na nGall,F92X023,55.264736,-8.221238,Tory Island,Donegal,Donegal County Council,PATRICK QUEENAN,cpcthorai@donegaletb.ie,0749165448,INTER DENOMINATIONAL,Donegal ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,Y,Y,Y,3,0,3
2023,76081F,Coláiste Ailigh,Cnoc na Móna,Leitir Ceanainn,Co Dhún na nGall,,F92N2HE,54.964092,-7.724989,Letterkenny,Donegal,Donegal County Council,Seán Mac Suibhne,colaisteailigh@donegaletb.ie,0749125943,INTER DENOMINATIONAL,Donegal ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,152,141,293
2023,76082H,Abbey Community College,Abbey Rd,Ferrybank,Waterford,,X91PC91,52.264397,-7.098767,Waterford,Kilkenny,Kilkenny County Council,Michelle Jefford,info@abbeycommunitycollege.com,051832930,INTER DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,454,557,"1,011"
2023,76083J,Magh Ene College,Church Road,Bundoran,Co Donegal,,F94YT78,54.475156,-8.279328,Ballyshannon_Donegal,Donegal,Donegal County Council,Pat Tighe (Acting),maghene@donegaletb.ie,0719841244,INTER DENOMINATIONAL,Donegal ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,178,167,345
2023,76084L,Moville Community College,Carrownaff,Moville,Co Donegal,,F93DN29,55.187047,-7.050878,Carndonagh,Donegal,Donegal County Council,Caroline Doherty,moville@donegalvec.ie,0749385988,INTER DENOMINATIONAL,Donegal ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,300,321,621
2023,76085N,Gaelcholáiste Reachrann,Bóthar Mhainistir na Gráinsí,Domhnach Míde,Baile Atha Cliath 13,,D13NP52,53.400257,-6.156682,Donaghmede_Howth_D13,Dublin,Fingal County Council,Eimer Nic An Ri,oifig@gcreachrann.ie,018770935,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,255,248,503
2023,76086P,MARIA IMMACULATA COMMUNITY COLLEGE,Dunmanway,Co Cork,,,P47AP82,51.714623,-9.115334,Dunmanway,Cork,Cork County Council,Mr Niall Murphy,miccinfo@corketb.ie,0238856030,INTER DENOMINATIONAL,Cork ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,313,298,611
2023,76088T,Ratoath College,Jamestown,Ratoath,Co. Meath,,A85TW84,53.499628,-6.458267,Ratoath,Meath,Meath County Council,Seamus Meehan (Acting),ratoathcollege@lmetb.ie,018254102,INTER DENOMINATIONAL,Louth & Meath ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,580,578,"1,158"
2023,76089V,MOHILL COMMUNITY COLLEGE,MOHILL,CO LEITRIM,,,N41YT72,53.922804,-7.8724,Mohill,Leitrim,Leitrim County Council,Mr. Cormac Flynn,mohillcommunitycollege@msletb.ie,0719631208,MULTI DENOMINATIONAL,"Mayo, Sligo & Leitrim ETB",Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,266,232,498
2023,76090G,Coláiste Pobail Bheanntraí,SESKIN,BANTRY,CO CORK,,P75TE27,51.673872,-9.446545,Bantry,Cork,Cork County Council,Marian Carey,marian.carey@corketb.ie,02756434,INTER DENOMINATIONAL,Cork ETB,Vocational,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,N,379,374,753
2023,76091I,Coláiste Oiriall,Cnoc an Chonnaidh,Br. Ard Mhacha,Muineachán,Co. Mhuineacháin,H18W897,54.26216,-6.950597,Monaghan,Monaghan,Monaghan County Council,Brendan O Dufaigh,eolas@oiriall.ie,04772344,MULTI DENOMINATIONAL,Cavan & Monaghan ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,221,171,392
2023,76092K,PRESENTATION COMMUNITY COLLEGE,TERENURE,DUBLIN 6W,,,D6WCP28,53.310964,-6.286848,Dublin_6w,Dublin,Dublin City Council,Ms Áine Mulderrig,info@pcc.cdetb.ie,014902404,CATHOLIC,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,245,214,459
2023,76093M,COLÁISTE ÍDE AGUS IOSAEF,ABBEYFEALE,CO LIMERICK,,,V94F7X4,52.387459,-9.297044,Abbeyfeale,Limerick,Limerick County Council,Liam Murphy,colaisteideagusiosef@lcetb.ie,06830631,MULTI DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,318,326,644
2023,76096S,Coláiste Mhuirlinne/Merlin College,c/o Galway-Roscommon ETB,Doughiska Road,,Galway,H91309Y,53.282535,-8.984878,Galway City,Galway,Galway City Council,John Cleary,john.cleary@gretb.ie,091769000,MULTI DENOMINATIONAL,Galway & Roscommon ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,340,384,724
2023,76097U,ADAMSTOWN COMMUNITY COLLEGE,Station Rd,Adamstown,Lucan,Co. Dublin,K78WP89,53.336533,-6.46229,Lucan,Dublin,South Dublin County Council,Mr Dave Anderson,info.adamstowncc@ddletb.ie,016540348,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,443,510,953
2023,76098W,Coláiste Pobail Setanta,Colaiste Pobail Setanta,Phibblestown,Clonee,Dublin 15,D15EY17,53.397775,-6.435089,Blanchardstown_West_D15,Dublin,Fingal County Council,Liam Walsh,admin@cpsetanta.ie,016402403,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,521,530,"1,051"
2023,76099B,Coláiste Chill Mhantáin,Burkeen,Wicklow Town,Co Wicklow,,A67TV21,52.985206,-6.066093,Wicklow,Wicklow,Wicklow County Council,Padraig Donoghue,admin.ccm@wicklowvec.ie,040461863,INTER DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,303,608,911
2023,76101I,GAELCHOLÁISTE LUIMNIGH,MEAL SIOR ANRAÍ,LUIMNEACH,,,V94V2Y9,52.666674,-8.61991,Limerick City,Limerick,Limerick City Council,KEVIN O RAGHALLAIGH,info@gcldrive.com,061404959,INTER DENOMINATIONAL,Limerick & Clare ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,370,253,623
2023,76102K,Coláiste an Eachréidh,Bóthar Thuama,Baile Átha an Rí,Co. na Gaillimhe,,H65WD54,53.301343,-8.747339,Athenry,Galway,Galway County Council,Ms Sinead Nic Stiofain,colaiste.aneachreidh@gretb.ie,091874590,MULTI DENOMINATIONAL,Galway & Roscommon ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,130,106,236
2023,76103M,Colaiste na hInse,Bettystown,Co Meath,,,A92NY30,53.692703,-6.245342,Laytown,Meath,Meath County Council,Sarah Ross (Acting),colaistenahinse@lmetb.ie,0419813335,MULTI DENOMINATIONAL,Louth & Meath ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,525,587,"1,112"
2023,76104O,Donabate Community College,"Portrane Road,",Donabate,Co Dublin,,K36NN88,53.490088,-6.144229,Donabate,Dublin,Fingal County Council,Anthony Creevey,info@donabatecc.ie,018436726,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,349,461,810
2023,76105Q,Banagher College,Banagher,Co. Offaly,,,R42WR22,53.186848,-7.986564,Banagher,Offaly,Offaly County Council,Ms. Lily Kinahan,admin@bccns.ie,0579151323,MULTI DENOMINATIONAL,Laois & Offaly ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,287,292,579
2023,76106S,Gaelcholáiste na Mara,Pairc Na bPiarsach,Bothar an Ghleanntain,Arklow,Co.Wicklow,Y14DX27,52.801166,-6.166386,Arklow,Wicklow,Wicklow County Council,Tony Ó Murchú,gaelcholaistenamara@gmail.com,040291764,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,123,165,288
2023,76107U,COLÁISTE EOGHAIN,Muileann Thulaigh Gharbháin,Bun Cranncha,Co. Dhún na nGall,,F93XT38,55.144044,-7.452633,Buncrana,Donegal,Donegal County Council,Éabha Ní Mhonacháin,cce@donegalvec.ie,0749322350,MULTI DENOMINATIONAL,Donegal ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,7,4,11
2023,76127D,Creagh College,Carnew Road,Gorey,Co. Wexford,,Y25V6Y9,52.675621,-6.314232,Gorey,Wexford,Wexford County Council,Paul Glynn,creaghcollege@wwetb.ie,0539484035,MULTI DENOMINATIONAL,Waterford & Wexford ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,479,569,"1,048"
2023,76129H,Ardgillan Community College,Castlelands,Balbriggan,,Co Dublin,K32KK33,53.60066,-6.180521,Balbriggan,Dublin,Fingal County Council,Nuala Ni Mhurchu,info@ardgillancc.ie,019680734,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,362,640,"1,002"
2023,76130P,Luttrellstown Community College,Luttrellstown Community College,Porterstown Road,Clonsilla,Dublin 15,D15DY29,53.375205,-6.409025,Carpenterstown_D15,Dublin,Fingal County Council,Siobhán Moran,info.luttrellstowncc@ddletb.ie,018228060,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,428,553,981
2023,76150V,Coláiste Pobail Acla,Achill Sound,Westport,Co. Mayo,,F28CP49,53.9324,-9.914239,Achill,Mayo,Mayo County Council,Jason Ó Mongáin,info@cpacla.ie,09845139,MULTI DENOMINATIONAL,"Mayo, Sligo & Leitrim ETB",Vocational,No subjects taught through Irish,Mixed,Day,N,N,Y,Y,127,109,236
2023,76152C,Kishoge Community College,Thomas Omer Way,Lucan,,,K78DC89,53.33626,-6.425736,Lucan,Dublin,South Dublin County Council,Niall Hare,reception@kishogecc.ie,016877482,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,437,468,905
2023,76173K,Coláiste na Mí,Johnstown Educational Campus,Johnstown,Navan,Co Meath,C15T028,53.643121,-6.650941,Navan,Meath,Meath County Council,Ms Louise Kearns,colaistenami@lmetb.ie,0469012130,MULTI DENOMINATIONAL,Louth & Meath ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,317,489,806
2023,76193Q,Maynooth Community College,Maynooth Community College,Mariavilla,Moyglare Road,Maynoth,W23P2R0,53.394861,-6.596769,Maynooth,Kildare,Kildare County Council,Siobhain McCauley,principal@mcc.edu.ie,016016041,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,450,422,872
2023,76194S,Naas Community College,Osberstown,Millennium Park,Naas,Co Kildare,W91P93F,53.231887,-6.676426,Naas,Kildare,Kildare County Council,Ciarán Keegan,info@naascc.ie,045850580,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,390,426,816
2023,76195U,Coláiste Chú Chulainn,Lower Marshes,Dundalk,CO. LOUTH,,A91F75P,54.00068,-6.395442,Dundalk,Louth,Louth County Council,Tomas Sharkey,colaistecc@lmetb.ie,0429354553,MULTI DENOMINATIONAL,Louth & Meath ETB,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,357,500,857
2023,76196W,DE LACY COLLEGE,Ashbourne Education Campus,Killegland,Ashbourne,Co. Meath,A84TW90,53.511564,-6.41523,Ratoath,Meath,Meath County Council,Janice Corrigan,colaistedelacy@lmetb.ie,015241075,MULTI DENOMINATIONAL,Louth & Meath ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,409,426,835
2023,76213T,Lusk Community College,Raheny Lane,Rathmore Road,Lusk,Co. Dublin,K45WN50,53.530307,-6.157305,Rush&Lusk,Dublin,Fingal County Council,Pat Cole,patrickcole@luskcc.ie,015130000,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,472,514,986
2023,76233C,Coláiste Bhaile Chláir,Lakeview,Baile Chláir,,,H91XY8V,53.335133,-8.936564,Galway City,Galway,Galway County Council,Mr Alan Mongey,info.claregalway@gretb.ie,091799001,MULTI DENOMINATIONAL,Galway & Roscommon ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,Y,N,579,698,"1,277"
2023,76273O,Gaelcholáiste Charraig Ui Leighin,Gaelcholáiste Charraig Uí Leighin,Árd na Cloiche,Carraig Uí Leighin,,P43XV78,51.826142,-8.401942,Carrigaline,Cork,Cork County Council,Donnchadh Ó Cróinín,eolas@gaelcholaistecul.ie,021 4372901,MULTI DENOMINATIONAL,Cork ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,140,115,255
2023,76293U,Kingswood Community College,Ballymount Road,Kingswood Heights,Tallaght,Dublin 24,D24X2FP,53.306402,-6.372086,Tallaght,Dublin,South Dublin County Council,Deborah Dunne,info@kingswoodcc.ie,01 4517400,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,446,536,982
2023,76313A,Coláiste Dún an Rí,Ernan's Hill,Kingscourt,Co. Cavan,,A82K5W7,53.909342,-6.804416,Bailieborough,Cavan,Cavan County Council,MR. FERGAL BOYLE,info@colaistedunanri.ie,0429698294,MULTI DENOMINATIONAL,Cavan & Monaghan ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,340,363,703
2023,76333G,Carrigtwohill Post Primary,Station Road,Carrigtwohill,Co. Cork,,T45YY22,51.910625,-8.294467,Midleton_Carrigtwohill,Cork,Cork County Council,Lorna Dundon,Carrigtwohillcc@corketb.ie,0214853488,CATHOLIC,Cork ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,268,487,755
2023,76334I,St Joseph's Community College,St. Joseph's Community College,Charlestown,,,F12WE19,53.960292,-8.801406,Charlestown,Mayo,Mayo County Council,Mr John Bones (Acting),info@sjcc.ie,094-9254211,CATHOLIC,"Mayo, Sligo & Leitrim ETB",Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,97,102,199
2023,76394D,Clonturk College,Swords Road,Whitehall,Dublin 9,,D09W5K6,53.379449,-6.24827,Whitehall_SantryD9,Dublin,Dublin City Council,Ms. Wesleigh O'Hagan,info@clonturkcc.cdetb.ie,015596960,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,451,458,909
2023,76414G,Thomond Community College,Moylish Park,Moylish,Limerick,,V94V342,52.678362,-8.649056,Limerick City,Limerick,Limerick City Council,Vivienne Hogan,info@thomondcc.ie,061452422,MULTI DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,326,286,612
2023,76454S,Griffeen Community College,c/o Kishogue Community College,Thomas Omar Way,Lucan,Co. Dublin,K78DC89,53.33626,-6.425736,Lucan,Dublin,South Dublin County Council,Mr Noel Kelly,noelkelly@griffeencc.ie,016212392,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,186,231,417
2023,76474B,Dunamase College (Coláiste Dhún Másc),Railway Street,Portlaoise,Co. Laois,,R32WE02,53.035004,-7.299025,Portlaoise,Laois,Laois County Council,Dympna Kelly,info@dunamasecollege.ie,0578664696,MULTI DENOMINATIONAL,Laois & Offaly ETB,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,286,268,554
2023,76475D,Swords Community College,Broadmeadows,RATHBEALE ROAD,SWORDS,Co. Dublin,K67A3E8,53.466374,-6.249013,Swords,Dublin,Fingal County Council,Aoife Smith,info@swordscc.ie,01 22 33 067,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,377,517,894
2023,76476F,Mungret Community College,Old Stables Mungret College,Dromdarrig,Mungret,Co Limerick,V94ND77,52.630991,-8.6811,Limerick City,Limerick,Limerick City Council,Liam O'Mahony,liam.omahoney@lcetb.ie,087 6742940,MULTI DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,440,440,880
2023,76534Q,Coláiste Naomh Eoin,Inis Meáin,Oileáin Árann,,,,53.087299,-9.589039,Kilronan_Aran Islands,Galway,Galway County Council,M Ní Fhátharta,eolas.eoin@gretb.ie,09973991,MULTI DENOMINATIONAL,Galway & Roscommon ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,Y,Y,N,29,12,41
2023,76554W,Gaelcholáiste Mhaigh Nuad,Manor Mills,Maigh Nuad,,,W23V9P2,53.3818,-6.593653,Maynooth,Kildare,Kildare County Council,Mícheál Ó Ceoinín,michealoceoinin@kwetb.ie,015054386,MULTI DENOMINATIONAL,Kildare & Wicklow ETB ,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,68,55,123
2023,76574F,Eriu Community College,Barnwell Road,Hansfield,Dublin 15,,D15X4XT,53.389532,-6.445715,Blanchardstown_West_D15,Dublin,Fingal County Council,Michael Flynn,admin@eriucc.ie,019633353,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,70,91,161
2023,76594L,Coláiste pobail Fóla,Heritage Village,Garter's Lane,Saggart,Co. Dublin,D24HFK2,53.284093,-6.437865,Newcastle_Rathcoole,Dublin,South Dublin County Council,Joy Uí Mhurchadha,info@cpfola.ie,012551770,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,244,301,545
2023,76595N,Enfield Community College,Enfield,Meath,,,A83X920,53.414312,-6.82875,Kilcock,Meath,Meath County Council,Shane Foley,enfieldcommunitycollege@lmetb.ie,0860353120,MULTI DENOMINATIONAL,Louth & Meath ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,197,215,412
2023,76596P,Greystones Community College,Mill Road,Greystones,Co Wicklow,,A63AW93,53.132472,-6.067851,Greystones,Wicklow,Wicklow County Council,Ruairi Farrell,gcc@kwetb.ie,012010096,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,215,234,449
2023,76614O,Coláiste Rioga,Dunshaughlin,Meath,,,A85KF64,53.504275,-6.535983,Dunshaughlin,Meath,Meath County Council,Mr Declan Clarke,colaisterioga@lmetb.ie,0876117987,MULTI DENOMINATIONAL,Louth & Meath ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,52,60,112
2023,81001I,Newpark Comprehensive School,Newtownpark Avenue,Blackrock,Co Dublin,,A94EV70,53.2895,-6.172989,Dunlaoghaire,Dublin,Dun Laoghaire Rathdown,MR. EOIN NORTON,office@newparkschool.ie,012883724,CHURCH OF IRELAND,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,387,470,857
2023,81002K,Mount Temple Comprehensive School,Malahide Road,Dublin 3,,,D03DX79,53.368676,-6.2227,Killester_Raheny_Clontarf,Dublin,Dublin City Council,MR. LIAM C WEGIMONT,office@mounttemple.ie,018336984,CHURCH OF IRELAND,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,433,482,915
2023,81005Q,St Aidans Comprehensive School,Cootehill,Co Cavan,,,H16CV91,54.066459,-7.063483,Cootehill,Cavan,Cavan County Council,MS. ANGELA FLANAGAN,office@staidans.ie,0495552161,INTER DENOMINATIONAL,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,309,295,604
2023,81006S,Tarbert Comprehensive School,Tarbert,Listowel,Co Kerry,,V31WD66,52.57438,-9.383804,Tarbert,Kerry,Kerry County Council,MR. RICHARD PRENDIVILLE,admin@tarbertcs.ie,06836105,INTER DENOMINATIONAL,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,251,278,529
2023,81007U,Shannon Comprehensive School,Shannon,Co Clare,,,V14Y434,52.704817,-8.879649,Shannon,Clare,Clare County Council,MS. MARY COSTELLO,info@shannoncomp.ie,061361428,INTER DENOMINATIONAL,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,358,372,730
2023,81008W,Ashton School,Blackrock Road,Cork,,,T12AF50,51.892859,-8.451549,Ballintemple_CorkCity,Cork,Cork City Council,MR. ADRIAN JOHN LANDEN,principal@ashton.ie,0214966044,CHURCH OF IRELAND,"Cork ETB, Bishop of Cork, Cloyne & Ross COI",Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,266,277,543
2023,81009B,Boherbue Comprehensive School,Boherbue Comprehensive School,Boherbue,Co. Cork,,P51TK28,52.159134,-9.062485,Boharbue,Cork,Cork County Council,MS. VERA LEADER,office@boherbuecs.com,02976032,INTER DENOMINATIONAL,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,231,236,467
2023,81010J,St Columba's Comprehensive School,Glenties,Co Donegal,,,F94C421,54.799569,-8.286059,Glenties,Donegal,Donegal County Council,BRENDAN O' MAHONY,admin@glentiescomp.com,0749551172,INTER DENOMINATIONAL,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,Y,188,190,378
2023,81011L,The Royal and Prior School,RAPHOE,Lifford,Co. Donegal,,F93T298,54.876057,-7.590291,Raphoe,Donegal,Donegal County Council,DR. HOWARD TERENCE WELCH,principal@royalandprior.ie,0749145389,CHURCH OF IRELAND,Minister for Education ,Comprehensive,No subjects taught through Irish,Mixed,Mixed,N,N,N,Y,316,287,603
2023,81012N,Scoil Chuimsitheach Chiaráin,An Cheathrú Rua,Co na Gaillimhe,,,H91N267,53.262239,-9.597819,Carraroe,Galway,Galway County Council,MR. SEAN MARTIN MACDONNCHA,scoilcc@eircom.net,091595215,INTER DENOMINATIONAL,"Minister for Education, Archbishop of Tuam and GRETB",Comprehensive,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,Y,204,212,416
